#bait_chr,bait_start,bait_stop	PIR_chr,PIR_start,PIR_stop
chr1,100105296,100123456	chr1,99701576,99706537
chr19,46353736,46368359	chr19,4084576,4112880
chr19,46353736,46368359	chr19,58782204,58784757
chr19,46387104,46391446	chr19,4045551,4061868
chr19,46403582,46411227	chr19,4134831,4147551
chr19,46403582,46411227	chr19,46578401,46587869
chr19,46403582,46411227	chr19,46758044,46763111
chr19,46403582,46411227	chr19,46763112,46771297
chr19,46467147,46499114	chr19,46690187,46697747
chr19,46467147,46499114	chr19,46763112,46771297
chr19,46522002,46527414	chr19,46758044,46763111
chr19,46522002,46527414	chr19,46861141,46871517
chr19,46544020,46544396	chr19,46678237,46690186
chr19,46544020,46544396	chr19,46690187,46697747
chr19,46544020,46544396	chr19,46763112,46771297
chr19,46544020,46544396	chr19,46785532,46793614
chr19,46729433,46735116	chr19,46578401,46587869
chr19,46969636,46982899	chr19,5365038,5368846
chr19,46992305,47002560	chr19,46785532,46793614
chr19,4707081,4725027	chr19,4801163,4813529
chr19,47353742,47367368	chr19,47488674,47490037
chr19,47353742,47367368	chr19,47490038,47494487
chr19,47353742,47367368	chr19,47494488,47499081
chr19,47411903,47422302	chr19,47389233,47393515
chr19,47411903,47422302	chr19,47471404,47472704
chr19,47411903,47422302	chr19,47494488,47499081
chr19,47411903,47422302	chr19,47499082,47499984
chr19,47450386,47458931	chr19,47187153,47195234
chr19,47450386,47458931	chr19,47397481,47403072
chr19,47523263,47524954	chr19,47389233,47393515
chr19,47544895,47552814	chr19,47572884,47583425
chr19,47544895,47552814	chr19,47584561,47602985
chr19,47544895,47552814	chr19,47602986,47606203
chr19,47544895,47552814	chr19,47637847,47649493
chr19,47544895,47552814	chr19,48678304,48687574
chr19,47613528,47631386	chr19,47397481,47403072
chr19,47631735,47637846	chr19,47256092,47261715
chr19,47631735,47637846	chr19,47699956,47709686
chr19,4768654,4800306	chr19,4748819,4762837
chr19,47723872,47759424	chr19,47658260,47661815
chr19,47723872,47759424	chr19,47699956,47709686
chr19,47723872,47759424	chr19,47709687,47713474
chr19,47723872,47759424	chr19,47714197,47715640
chr19,47811092,47850471	chr19,48191178,48194123
chr19,47850472,47852843	chr19,47572884,47583425
chr19,47850472,47852843	chr19,47800616,47804609
chr19,47850472,47852843	chr19,47854759,47879193
chr19,47850472,47852843	chr19,48191178,48194123
chr19,47920757,47952357	chr19,47953146,47971499
chr19,47920757,47952357	chr19,48114345,48117069
chr19,47920757,47952357	chr19,48168092,48172480
chr19,48011117,48021671	chr19,48120053,48136269
chr19,48011117,48021671	chr19,48163520,48168091
chr19,48011117,48021671	chr19,48172481,48174876
chr19,48011117,48021671	chr19,48182592,48188565
chr19,48051033,48060585	chr19,47953146,47971499
chr19,48051033,48060585	chr19,48065873,48086919
chr19,48103183,48114344	chr19,47953146,47971499
chr19,48103183,48114344	chr19,48021672,48051032
chr19,48103183,48114344	chr19,48182592,48188565
chr19,48204723,48242323	chr19,47800616,47804609
chr19,48204723,48242323	chr19,47953146,47971499
chr19,48204723,48242323	chr19,47971500,47977790
chr19,48204723,48242323	chr19,48021672,48051032
chr19,4831250,4847763	chr19,4801163,4813529
chr19,48347195,48370279	chr19,47953146,47971499
chr19,48382103,48389882	chr19,48065873,48086919
chr19,48493656,48498596	chr19,46714193,46720399
chr19,48493656,48498596	chr19,48583256,48585669
chr19,48493656,48498596	chr19,48586447,48589460
chr19,48493656,48498596	chr19,48593398,48596984
chr19,48493656,48498596	chr19,48596985,48604311
chr19,48493656,48498596	chr19,48634088,48669237
chr19,48493656,48498596	chr19,48687575,48691258
chr19,48546589,48549456	chr19,48593398,48596984
chr19,48546589,48549456	chr19,48748311,48752934
chr19,48613903,48634087	chr19,48463663,48468757
chr19,48613903,48634087	chr19,48468758,48478058
chr19,48613903,48634087	chr19,48486559,48491696
chr19,48613903,48634087	chr19,48767750,48772024
chr19,4861608,4868996	chr19,5118622,5128683
chr19,48669238,48678303	chr19,48468758,48478058
chr19,4883838,4891029	chr19,5058496,5075465
chr19,48850257,48867256	chr19,48834157,48837928
chr19,49015973,49032426	chr19,48990751,49007517
chr19,49015973,49032426	chr19,49085811,49109814
chr19,49032427,49057006	chr19,47499082,47499984
chr19,49057007,49085810	chr19,48979238,48990750
chr19,49057007,49085810	chr19,48990751,49007517
chr19,49057007,49085810	chr19,49007518,49015972
chr19,49109815,49118821	chr19,48966651,48969789
chr19,49109815,49118821	chr19,48990751,49007517
chr19,49109815,49118821	chr19,49007518,49015972
chr19,49109815,49118821	chr19,49133040,49134713
chr19,49120065,49123864	chr19,49133040,49134713
chr19,49120065,49123864	chr19,49134714,49137620
chr19,49138248,49144872	chr19,49274298,49282392
chr19,49138248,49144872	chr19,49282393,49296540
chr19,49138248,49144872	chr19,49296541,49299187
chr19,49138248,49144872	chr19,49310315,49313719
chr19,49138248,49144872	chr19,49345750,49347800
chr19,49243490,49253354	chr19,49178298,49186962
chr19,49313720,49316960	chr19,49133040,49134713
chr19,49313720,49316960	chr19,49134714,49137620
chr19,49313720,49316960	chr19,49178298,49186962
chr19,49313720,49316960	chr19,49282393,49296540
chr19,49313720,49316960	chr19,49296541,49299187
chr19,49313720,49316960	chr19,49299188,49302641
chr19,49313720,49316960	chr19,49486791,49489740
chr19,49370343,49389259	chr19,49282393,49296540
chr19,49389686,49404636	chr19,49231269,49241961
chr19,49389686,49404636	chr19,49282393,49296540
chr19,49389686,49404636	chr19,49310315,49313719
chr19,49417733,49426104	chr19,49282393,49296540
chr19,49417733,49426104	chr19,49637930,49646528
chr19,49453039,49463183	chr19,49347801,49351122
chr19,49468060,49469882	chr19,49133040,49134713
chr19,49468060,49469882	chr19,49134714,49137620
chr19,49468060,49469882	chr19,49178298,49186962
chr19,49468060,49469882	chr19,49186963,49198017
chr19,49468060,49469882	chr19,49272610,49274297
chr19,49468060,49469882	chr19,49282393,49296540
chr19,49468060,49469882	chr19,49296541,49299187
chr19,49468060,49469882	chr19,49309438,49310314
chr19,49468060,49469882	chr19,49347801,49351122
chr19,49468060,49469882	chr19,49471079,49476475
chr19,49563326,49570404	chr19,3786756,3793273
chr19,49563326,49570404	chr19,49695141,49696943
chr19,49563326,49570404	chr19,49710494,49718505
chr19,49563326,49570404	chr19,49718506,49730560
chr19,49563326,49570404	chr19,49746766,49755076
chr19,49570405,49581724	chr19,49710494,49718505
chr19,49570405,49581724	chr19,49718506,49730560
chr19,49585350,49597959	chr19,49819128,49822568
chr19,49617269,49627178	chr19,49637930,49646528
chr19,49617269,49627178	chr19,49710494,49718505
chr19,49617269,49627178	chr19,49902548,49914647
chr19,49617269,49627178	chr19,58844632,58850902
chr19,4967379,4972396	chr19,47490038,47494487
chr19,4967379,4972396	chr19,4938188,4951907
chr19,49827662,49841190	chr19,49581725,49585349
chr19,49827662,49841190	chr19,49597960,49606717
chr19,49827662,49841190	chr19,49681748,49685848
chr19,49827662,49841190	chr19,49710494,49718505
chr19,49827662,49841190	chr19,49718506,49730560
chr19,49827662,49841190	chr19,49730561,49731385
chr19,49827662,49841190	chr19,49746766,49755076
chr19,49827662,49841190	chr19,49789942,49796229
chr19,49827662,49841190	chr19,49825269,49826540
chr19,49841191,49852349	chr19,49282393,49296540
chr19,49886970,49897582	chr19,49902548,49914647
chr19,49886970,49897582	chr19,49928232,49932670
chr19,49886970,49897582	chr19,49962704,49968276
chr19,49922049,49928231	chr19,49627179,49637929
chr19,49922049,49928231	chr19,49696944,49701323
chr19,49922049,49928231	chr19,49869792,49874296
chr19,49922049,49928231	chr19,49877550,49882418
chr19,49922049,49928231	chr19,49897977,49902547
chr19,49922049,49928231	chr19,49902548,49914647
chr19,49932671,49952045	chr19,49701324,49702465
chr19,49932671,49952045	chr19,49746766,49755076
chr19,49932671,49952045	chr19,49852954,49863361
chr19,49932671,49952045	chr19,49869792,49874296
chr19,49932671,49952045	chr19,49874297,49877235
chr19,49932671,49952045	chr19,49877550,49882418
chr19,49932671,49952045	chr19,49882419,49886484
chr19,49932671,49952045	chr19,49897977,49902547
chr19,49932671,49952045	chr19,49902548,49914647
chr19,49932671,49952045	chr19,50115504,50132901
chr19,49954367,49959388	chr19,49962704,49968276
chr19,49954367,49959388	chr19,50055047,50064630
chr19,49968512,49982417	chr19,49685849,49694247
chr19,49968512,49982417	chr19,49746766,49755076
chr19,49968512,49982417	chr19,49902548,49914647
chr19,49982418,49996007	chr19,50055047,50064630
chr19,49996008,50015129	chr19,50055047,50064630
chr19,49996008,50015129	chr19,50115504,50132901
chr19,50015130,50017364	chr19,50031601,50055046
chr19,50015130,50017364	chr19,50055047,50064630
chr19,50022883,50031600	chr19,49597960,49606717
chr19,50022883,50031600	chr19,50017374,50020916
chr19,50022883,50031600	chr19,50055047,50064630
chr19,50022883,50031600	chr19,50066221,50073933
chr19,50077447,50103308	chr19,50115504,50132901
chr19,50077447,50103308	chr19,50287287,50315881
chr19,50134123,50143886	chr19,49962704,49968276
chr19,50134123,50143886	chr19,50115504,50132901
chr19,50143887,50146933	chr19,50115504,50132901
chr19,50148740,50179626	chr19,18022204,18026663
chr19,50148740,50179626	chr19,50017374,50020916
chr19,50148740,50179626	chr19,50031601,50055046
chr19,50148740,50179626	chr19,50055047,50064630
chr19,50148740,50179626	chr19,50203756,50221013
chr19,50148740,50179626	chr19,50287287,50315881
chr19,50148740,50179626	chr19,50351769,50353838
chr19,50148740,50179626	chr19,8093519,8096135
chr19,50180194,50202883	chr19,39335156,39337481
chr19,50180194,50202883	chr19,50203756,50221013
chr19,50180194,50202883	chr19,50221014,50237076
chr19,50180194,50202883	chr19,50244843,50247918
chr19,50180194,50202883	chr19,50247919,50250343
chr19,50180194,50202883	chr19,50254069,50256105
chr19,50180194,50202883	chr19,50259794,50264740
chr19,50180194,50202883	chr19,50287287,50315881
chr19,50180194,50202883	chr19,50323550,50326997
chr19,50180194,50202883	chr19,50351769,50353838
chr19,50264741,50287019	chr19,10355515,10360795
chr19,50264741,50287019	chr19,50326998,50329903
chr19,50318630,50323549	chr19,50326998,50329903
chr19,50318630,50323549	chr19,58878526,58885199
chr19,50353839,50367995	chr19,42775582,42783122
chr19,50353839,50367995	chr19,50250344,50254068
chr19,50353839,50367995	chr19,59009293,59011620
chr19,50367996,50371223	chr19,50203756,50221013
chr19,50367996,50371223	chr19,50259794,50264740
chr19,50367996,50371223	chr19,50287287,50315881
chr19,50367996,50371223	chr19,50351769,50353838
chr19,50367996,50371223	chr19,55732713,55738448
chr19,50375257,50393555	chr19,42620717,42628922
chr19,50375257,50393555	chr19,42766878,42775581
chr19,50375257,50393555	chr19,50287287,50315881
chr19,50375257,50393555	chr19,50940765,50978138
chr19,50452736,50454211	chr19,50510920,50512045
chr19,50452736,50454211	chr19,50754420,50762334
chr19,50454212,50468123	chr19,50783962,50786292
chr19,50468124,50479959	chr19,54793866,54796809
chr19,50706225,50714783	chr19,56363647,56372906
chr19,50835874,50837004	chr19,55149477,55159694
chr19,50867061,50884896	chr19,51027248,51038774
chr19,50867061,50884896	chr19,51200378,51202860
chr19,50914772,50940764	chr19,50529267,50533065
chr19,50978139,50982845	chr19,50529267,50533065
chr19,51015483,51023986	chr19,53071868,53079400
chr19,51219524,51225135	chr19,51038775,51042832
chr19,51269603,51287075	chr19,50940765,50978138
chr19,51269603,51287075	chr19,51027248,51038774
chr19,51269603,51287075	chr19,51038775,51042832
chr19,51269603,51287075	chr19,51202861,51212260
chr19,51470971,51475735	chr19,51915659,51917426
chr19,51505397,51516988	chr19,52315900,52323037
chr19,51523012,51529145	chr19,50488737,50494925
chr19,51564700,51569729	chr19,51516989,51523011
chr19,51584491,51608595	chr19,51439013,51442849
chr19,51760252,51761255	chr19,52015719,52017723
chr19,51865292,51879364	chr19,50861681,50867060
chr19,51865292,51879364	chr19,51336188,51342618
chr19,51865292,51879364	chr19,51439013,51442849
chr19,51943445,51963449	chr19,52202657,52205764
chr19,52066346,52076104	chr19,51674038,51679958
chr19,52143468,52152262	chr19,51976140,51977820
chr19,52143468,52152262	chr19,52031751,52037085
chr19,52143468,52152262	chr19,56621276,56628201
chr19,52429440,52431616	chr19,52955139,52959889
chr19,52489558,52496180	chr19,52906124,52917213
chr19,52526161,52533586	chr19,52727078,52733292
chr19,52900677,52906123	chr19,53798715,53800468
chr19,52931162,52936299	chr19,52351093,52351605
chr19,52931162,52936299	chr19,53460964,53462525
chr19,52931162,52936299	chr19,53490826,53505962
chr19,53658962,53664547	chr19,30437112,30438804
chr19,53784306,53793064	chr19,52422302,52425858
chr19,53793065,53796415	chr19,40534000,40541722
chr19,54120976,54138150	chr19,54140189,54142991
chr19,54120976,54138150	chr19,54147472,54156345
chr19,54120976,54138150	chr19,54528883,54539320
chr19,54156346,54161096	chr19,54102829,54113793
chr19,54156346,54161096	chr19,54528883,54539320
chr19,54180130,54193550	chr19,54162809,54164534
chr19,54180130,54193550	chr19,54429406,54436892
chr19,54193551,54268900	chr19,54294419,54315974
chr19,54193551,54268900	chr19,54528883,54539320
chr19,54268901,54292222	chr19,54140189,54142991
chr19,54323288,54346299	chr19,54498372,54528882
chr19,54323288,54346299	chr19,54528883,54539320
chr19,54361185,54373772	chr19,54294419,54315974
chr19,54361185,54373772	chr19,54447984,54454782
chr19,54361185,54373772	chr19,54454783,54461358
chr19,54361185,54373772	chr19,54528883,54539320
chr19,54361185,54373772	chr19,54552818,54563727
chr19,54373773,54391658	chr19,54454783,54461358
chr19,54471704,54498371	chr19,54102829,54113793
chr19,54471704,54498371	chr19,54294419,54315974
chr19,54471704,54498371	chr19,54349210,54357836
chr19,54471704,54498371	chr19,54595823,54600848
chr19,54563728,54595822	chr19,54294419,54315974
chr19,54563728,54595822	chr19,54436893,54439611
chr19,54563728,54595822	chr19,54447984,54454782
chr19,54622003,54643157	chr19,52906124,52917213
chr19,54622003,54643157	chr19,54176064,54180129
chr19,54622003,54643157	chr19,54647786,54653910
chr19,54622003,54643157	chr19,54657232,54663037
chr19,54622003,54643157	chr19,55900438,55904871
chr19,54667670,54677282	chr19,45467996,45474013
chr19,54667670,54677282	chr19,54693793,54695538
chr19,54703387,54706732	chr19,54708944,54711968
chr19,54703387,54706732	chr19,54715551,54738656
chr19,54837885,54859495	chr19,57750318,57751948
chr19,54921956,54927410	chr19,54715551,54738656
chr19,54921956,54927410	chr19,55486142,55491992
chr19,54935995,54949473	chr19,41256777,41260362
chr19,54935995,54949473	chr19,54715551,54738656
chr19,54935995,54949473	chr19,55396738,55401317
chr19,54935995,54949473	chr19,55629935,55643918
chr19,54935995,54949473	chr19,56116188,56118435
chr19,54959142,54961343	chr19,55392039,55396737
chr19,54959142,54961343	chr19,55437619,55439071
chr19,54959142,54961343	chr19,55442008,55449362
chr19,54959142,54961343	chr19,55486142,55491992
chr19,54973158,55009193	chr19,54964440,54971080
chr19,54973158,55009193	chr19,56138534,56149436
chr19,55040043,55050049	chr19,55392039,55396737
chr19,55040043,55050049	chr19,56967166,56976349
chr19,55082318,55093611	chr19,55396738,55401317
chr19,55243020,55255643	chr19,55072935,55082317
chr19,55243020,55255643	chr19,56226676,56228298
chr19,55243020,55255643	chr19,57244653,57253201
chr19,55243020,55255643	chr19,57285002,57285864
chr19,55243020,55255643	chr19,57431327,57442606
chr19,55466303,55486141	chr19,54964440,54971080
chr19,55466303,55486141	chr19,55392039,55396737
chr19,55539624,55565639	chr19,55392039,55396737
chr19,55539624,55565639	chr19,55396738,55401317
chr19,55539624,55565639	chr19,56112735,56116187
chr19,55539624,55565639	chr19,56138534,56149436
chr19,55578961,55584387	chr19,54927411,54932665
chr19,55578961,55584387	chr19,54971081,54973157
chr19,55578961,55584387	chr19,55386754,55392038
chr19,55578961,55584387	chr19,55392039,55396737
chr19,55578961,55584387	chr19,55396738,55401317
chr19,55623199,55629934	chr19,56009843,56023333
chr19,55643919,55663150	chr19,55803087,55807492
chr19,55643919,55663150	chr19,56138534,56149436
chr19,55663151,55681954	chr19,54962741,54964439
chr19,55663151,55681954	chr19,55725469,55727358
chr19,55663151,55681954	chr19,55762374,55766764
chr19,55663151,55681954	chr19,56031368,56036909
chr19,55663151,55681954	chr19,56096471,56102627
chr19,55663151,55681954	chr19,56112735,56116187
chr19,55663151,55681954	chr19,56126140,56130197
chr19,55687349,55701033	chr19,55725469,55727358
chr19,55687349,55701033	chr19,55727522,55732712
chr19,55687349,55701033	chr19,55900438,55904871
chr19,55687349,55701033	chr19,56116188,56118435
chr19,55687349,55701033	chr19,56138534,56149436
chr19,55687349,55701033	chr19,897225,905872
chr19,55710777,55725468	chr19,44104705,44108965
chr19,55710777,55725468	chr19,56136256,56138533
chr19,55710777,55725468	chr19,56138534,56149436
chr19,55738449,55744213	chr19,50202884,50203755
chr19,55738449,55744213	chr19,54927411,54932665
chr19,55738449,55744213	chr19,54964440,54971080
chr19,55738449,55744213	chr19,54971081,54973157
chr19,55738449,55744213	chr19,55600455,55607682
chr19,55738449,55744213	chr19,55607683,55622796
chr19,55738449,55744213	chr19,55701034,55705951
chr19,55738449,55744213	chr19,55727522,55732712
chr19,55738449,55744213	chr19,55747978,55755385
chr19,55738449,55744213	chr19,55755386,55762373
chr19,55738449,55744213	chr19,55807493,55810611
chr19,55738449,55744213	chr19,55810612,55818056
chr19,55738449,55744213	chr19,55852801,55856732
chr19,55738449,55744213	chr19,55856733,55860244
chr19,55738449,55744213	chr19,55860245,55863852
chr19,55738449,55744213	chr19,55900438,55904871
chr19,55738449,55744213	chr19,55906252,55912941
chr19,55738449,55744213	chr19,55936320,55937873
chr19,55738449,55744213	chr19,56009843,56023333
chr19,55738449,55744213	chr19,56024396,56031367
chr19,55738449,55744213	chr19,56112735,56116187
chr19,55738449,55744213	chr19,56118436,56126139
chr19,55738449,55744213	chr19,56130198,56131996
chr19,55766765,55794658	chr19,55629935,55643918
chr19,55766765,55794658	chr19,55701034,55705951
chr19,55766765,55794658	chr19,55725469,55727358
chr19,55766765,55794658	chr19,55727522,55732712
chr19,55766765,55794658	chr19,55732713,55738448
chr19,55766765,55794658	chr19,55744214,55747977
chr19,55766765,55794658	chr19,55755386,55762373
chr19,55766765,55794658	chr19,55852801,55856732
chr19,55766765,55794658	chr19,55856733,55860244
chr19,55766765,55794658	chr19,55900438,55904871
chr19,55766765,55794658	chr19,55922627,55925034
chr19,55766765,55794658	chr19,56009843,56023333
chr19,55766765,55794658	chr19,56116188,56118435
chr19,55766765,55794658	chr19,56130198,56131996
chr19,55766765,55794658	chr19,56138534,56149436
chr19,55766765,55794658	chr19,58971143,58974136
chr19,55794659,55803086	chr19,55725469,55727358
chr19,55794659,55803086	chr19,55856733,55860244
chr19,55794659,55803086	chr19,55860245,55863852
chr19,55794659,55803086	chr19,56024396,56031367
chr19,55794659,55803086	chr19,56085787,56096470
chr19,55834023,55850740	chr19,56024396,56031367
chr19,55850741,55852800	chr19,55701034,55705951
chr19,55863853,55866290	chr19,55856733,55860244
chr19,55863853,55866290	chr19,56024396,56031367
chr19,55870284,55887029	chr19,42613000,42617295
chr19,55870284,55887029	chr19,55595682,55600454
chr19,55870284,55887029	chr19,55727522,55732712
chr19,55887030,55892328	chr19,55392039,55396737
chr19,55887030,55892328	chr19,55600455,55607682
chr19,55887030,55892328	chr19,55701034,55705951
chr19,55887030,55892328	chr19,55725469,55727358
chr19,55887030,55892328	chr19,55744214,55747977
chr19,55887030,55892328	chr19,55803087,55807492
chr19,55887030,55892328	chr19,55807493,55810611
chr19,55887030,55892328	chr19,55818057,55833217
chr19,55887030,55892328	chr19,55856733,55860244
chr19,55892329,55898826	chr19,55586556,55595681
chr19,55892329,55898826	chr19,55595682,55600454
chr19,55892329,55898826	chr19,55629935,55643918
chr19,55892329,55898826	chr19,55701034,55705951
chr19,55892329,55898826	chr19,55727522,55732712
chr19,55892329,55898826	chr19,55732713,55738448
chr19,55892329,55898826	chr19,55744214,55747977
chr19,55892329,55898826	chr19,55755386,55762373
chr19,55892329,55898826	chr19,55762374,55766764
chr19,55892329,55898826	chr19,55803087,55807492
chr19,55892329,55898826	chr19,55807493,55810611
chr19,55892329,55898826	chr19,55810612,55818056
chr19,55892329,55898826	chr19,55818057,55833217
chr19,55892329,55898826	chr19,55852801,55856732
chr19,55892329,55898826	chr19,55856733,55860244
chr19,55892329,55898826	chr19,55860245,55863852
chr19,55892329,55898826	chr19,55900438,55904871
chr19,55892329,55898826	chr19,56009843,56023333
chr19,55892329,55898826	chr19,56024396,56031367
chr19,55892329,55898826	chr19,56116188,56118435
chr19,55912942,55922626	chr19,50416986,50430937
chr19,55912942,55922626	chr19,54693793,54695538
chr19,55912942,55922626	chr19,55586556,55595681
chr19,55912942,55922626	chr19,55595682,55600454
chr19,55912942,55922626	chr19,55600455,55607682
chr19,55912942,55922626	chr19,55607683,55622796
chr19,55912942,55922626	chr19,55629935,55643918
chr19,55912942,55922626	chr19,55682824,55684757
chr19,55912942,55922626	chr19,55701034,55705951
chr19,55912942,55922626	chr19,55705994,55710776
chr19,55912942,55922626	chr19,55725469,55727358
chr19,55912942,55922626	chr19,55727522,55732712
chr19,55912942,55922626	chr19,55732713,55738448
chr19,55912942,55922626	chr19,55744214,55747977
chr19,55912942,55922626	chr19,55747978,55755385
chr19,55912942,55922626	chr19,55755386,55762373
chr19,55912942,55922626	chr19,55803087,55807492
chr19,55912942,55922626	chr19,55807493,55810611
chr19,55912942,55922626	chr19,55810612,55818056
chr19,55912942,55922626	chr19,55818057,55833217
chr19,55912942,55922626	chr19,55856733,55860244
chr19,55912942,55922626	chr19,56024396,56031367
chr19,55912942,55922626	chr19,59033117,59038597
chr19,55937874,55986148	chr19,55607683,55622796
chr19,55937874,55986148	chr19,55629935,55643918
chr19,55937874,55986148	chr19,55681955,55682823
chr19,55937874,55986148	chr19,55682824,55684757
chr19,55937874,55986148	chr19,55701034,55705951
chr19,55937874,55986148	chr19,55705994,55710776
chr19,55937874,55986148	chr19,55727522,55732712
chr19,55937874,55986148	chr19,55732713,55738448
chr19,55937874,55986148	chr19,55744214,55747977
chr19,55937874,55986148	chr19,55762374,55766764
chr19,55937874,55986148	chr19,55803087,55807492
chr19,55937874,55986148	chr19,55856733,55860244
chr19,55937874,55986148	chr19,56096471,56102627
chr19,55937874,55986148	chr19,56112735,56116187
chr19,55986149,55988387	chr19,56096471,56102627
chr19,55988388,56009842	chr19,13018871,13027219
chr19,55988388,56009842	chr19,55607683,55622796
chr19,55988388,56009842	chr19,55686357,55687348
chr19,55988388,56009842	chr19,55732713,55738448
chr19,55988388,56009842	chr19,55818057,55833217
chr19,55988388,56009842	chr19,56116188,56118435
chr19,55988388,56009842	chr19,56138534,56149436
chr19,55988388,56009842	chr19,59033117,59038597
chr19,56039413,56078836	chr19,55595682,55600454
chr19,56039413,56078836	chr19,56024396,56031367
chr19,56102628,56112734	chr19,41564372,41572107
chr19,56102628,56112734	chr19,54907460,54909373
chr19,56102628,56112734	chr19,55509899,55518248
chr19,56102628,56112734	chr19,55607683,55622796
chr19,56102628,56112734	chr19,55727522,55732712
chr19,56102628,56112734	chr19,55732713,55738448
chr19,56102628,56112734	chr19,56024396,56031367
chr19,56149514,56158632	chr19,42835028,42837904
chr19,56149514,56158632	chr19,55586556,55595681
chr19,56158633,56175777	chr19,55309133,55310160
chr19,56158633,56175777	chr19,56763791,56766586
chr19,56175778,56212316	chr19,56668034,56678850
chr19,56239352,56249845	chr19,56668034,56678850
chr19,56239352,56249845	chr19,57411877,57417967
chr19,56239352,56249845	chr19,57514931,57528595
chr19,56239352,56249845	chr19,57722419,57727994
chr19,56443577,56445046	chr19,44245275,44250449
chr19,56443577,56445046	chr19,57388834,57392484
chr19,56640090,56657381	chr19,38091365,38098698
chr19,56640090,56657381	chr19,57792785,57796169
chr19,56657382,56668033	chr19,50841851,50850337
chr19,56685671,56691762	chr19,56918844,56923136
chr19,56713250,56718799	chr19,56212317,56226675
chr19,56713250,56718799	chr19,57832828,57836854
chr19,56901262,56910662	chr19,57568855,57576435
chr19,56901262,56910662	chr19,57650050,57652920
chr19,56983605,56991088	chr19,57553438,57566322
chr19,56983605,56991088	chr19,57576436,57589717
chr19,57090501,57113146	chr19,57607189,57614632
chr19,57179043,57183219	chr19,56445047,56448233
chr19,57179043,57183219	chr19,57514931,57528595
chr19,57348536,57359208	chr19,55198920,55200111
chr19,57348536,57359208	chr19,56331254,56332427
chr19,57348536,57359208	chr19,56571685,56576709
chr19,57626507,57635462	chr19,55140824,55149109
chr19,57626507,57635462	chr19,56377277,56385057
chr19,57641360,57647075	chr19,56940974,56953738
chr19,57733025,57750317	chr19,55396738,55401317
chr19,5775322,5793701	chr19,42638307,42639826
chr19,5775322,5793701	chr19,5860063,5880454
chr19,57918671,57923703	chr19,57607189,57614632
chr19,57963294,57968941	chr19,56112735,56116187
chr19,57981755,57988588	chr19,42151585,42158017
chr19,57988589,57990392	chr19,58954257,58956547
chr19,5806712,5826405	chr19,6007136,6012324
chr19,58084089,58090602	chr19,58715141,58728395
chr19,58125187,58127766	chr19,58711094,58715140
chr19,58177681,58181938	chr19,51792228,51796398
chr19,58191038,58198332	chr19,57923704,57926158
chr19,58214985,58224220	chr19,58615315,58616356
chr19,58251862,58261186	chr19,58607220,58615147
chr19,5839593,5851735	chr19,6238591,6267796
chr19,58481895,58489493	chr19,57576436,57589717
chr19,58513303,58527800	chr19,56251703,56263072
chr19,58988412,59009292	chr19,277475,280065
chr19,5903144,5909361	chr19,5803518,5806711
chr19,59045386,59072093	chr19,11000658,11004707
chr19,59045386,59072093	chr19,59033117,59038597
chr19,59045386,59072093	chr19,624023,628590
chr19,59075095,59087536	chr19,257879,264359
chr19,59075095,59087536	chr19,47854759,47879193
chr19,59075095,59087536	chr19,54927411,54932665
chr19,6126548,6136182	chr19,6030015,6036169
chr19,6469067,6492307	chr19,7615947,7620800
chr19,7448463,7460685	chr19,45181685,45191402
chr19,7545615,7561815	chr19,7098229,7125165
chr19,7588594,7613401	chr19,7206464,7215517
chr19,7652302,7663447	chr19,57653508,57656530
chr19,7652302,7663447	chr19,7864115,7871214
chr19,7682141,7696906	chr19,7856400,7859310
chr19,7737542,7761777	chr19,7856400,7859310
chr19,7804218,7817388	chr19,4641758,4648140
chr19,7936216,7948834	chr19,8159012,8169578
chr19,7989160,7994177	chr19,8126348,8135343
chr19,7989160,7994177	chr19,8388129,8391988
chr19,8008373,8014265	chr19,8126348,8135343
chr19,8008373,8014265	chr19,8159012,8169578
chr19,8008373,8014265	chr19,8213995,8226085
chr19,8069203,8072365	chr19,8043096,8060138
chr19,8069203,8072365	chr19,8126348,8135343
chr19,8069203,8072365	chr19,8155074,8159011
chr19,8069203,8072365	chr19,8304484,8306038
chr19,8310775,8377624	chr19,8006718,8008372
chr19,8310775,8377624	chr19,8212748,8213994
chr19,8310775,8377624	chr19,8226086,8244256
chr19,8377625,8387397	chr19,8032865,8043095
chr19,8377625,8387397	chr19,8388129,8391988
chr19,839471,862771	chr19,598270,622492
chr19,8448030,8456895	chr19,8391989,8400998
chr19,8448030,8456895	chr19,8656018,8658027
chr19,8551209,8567991	chr19,8537087,8540577
chr19,8551209,8567991	chr19,8547281,8550199
chr19,8631868,8656017	chr19,8043096,8060138
chr19,8670773,8673929	chr19,9884727,9907626
chr19,8796011,8809388	chr19,9186012,9199080
chr19,8950249,8955313	chr19,9399898,9405469
chr19,8950249,8955313	chr19,9619569,9626891
chr19,9211488,9217588	chr19,8768145,8775789
chr19,9211488,9217588	chr19,9626892,9631936
chr19,9225540,9229399	chr19,15638863,15655578
chr19,9225540,9229399	chr19,8786875,8792443
chr19,9225540,9229399	chr19,8792550,8796010
chr19,9225540,9229399	chr19,9619569,9626891
chr19,9236916,9239917	chr19,8768145,8775789
chr19,9408176,9424130	chr19,6917386,6919863
chr19,9408176,9424130	chr19,9634659,9638003
